Sexo;Comunidades y Ciudades Autónomas;Nivel de formación alcanzado;Periodo;Total
Ambos sexos;10 Comunitat Valenciana;Analfabetos;2024;2,7
Ambos sexos;10 Comunitat Valenciana;Estudios primarios incompletos;2014;10,0
Ambos sexos;10 Comunitat Valenciana;Estudios primarios incompletos;2015;8,2
Ambos sexos;10 Comunitat Valenciana;Estudios primarios incompletos;2016;7,2
Ambos sexos;10 Comunitat Valenciana;Estudios primarios incompletos;2017;8,4
Ambos sexos;10 Comunitat Valenciana;Estudios primarios incompletos;2018;8,5
Ambos sexos;10 Comunitat Valenciana;Estudios primarios incompletos;2019;6,5
Ambos sexos;10 Comunitat Valenciana;Estudios primarios incompletos;2020;5,3
Ambos sexos;10 Comunitat Valenciana;Estudios primarios incompletos;2021;4,5
Ambos sexos;10 Comunitat Valenciana;Estudios primarios incompletos;2022;7,8
Ambos sexos;10 Comunitat Valenciana;Estudios primarios incompletos;2023;7,3
Ambos sexos;10 Comunitat Valenciana;Estudios primarios incompletos;2024;7,6
Ambos sexos;10 Comunitat Valenciana;Educación primaria;2014;66,4
Ambos sexos;10 Comunitat Valenciana;Educación primaria;2015;53,6
Ambos sexos;10 Comunitat Valenciana;Educación primaria;2016;36,2
Ambos sexos;10 Comunitat Valenciana;Educación primaria;2017;28,9
Ambos sexos;10 Comunitat Valenciana;Educación primaria;2018;26,5
Ambos sexos;10 Comunitat Valenciana;Educación primaria;2019;19,6
Ambos sexos;10 Comunitat Valenciana;Educación primaria;2020;21,2
Ambos sexos;10 Comunitat Valenciana;Educación primaria;2021;28,2
Ambos sexos;10 Comunitat Valenciana;Educación primaria;2022;22,4
Ambos sexos;10 Comunitat Valenciana;Educación primaria;2023;20,7
Ambos sexos;10 Comunitat Valenciana;Educación primaria;2024;15,0
Ambos sexos;10 Comunitat Valenciana;Primera etapa de Educación Secundaria y similar;2014;250,3
Ambos sexos;10 Comunitat Valenciana;Primera etapa de Educación Secundaria y similar;2015;234,5
Ambos sexos;10 Comunitat Valenciana;Primera etapa de Educación Secundaria y similar;2016;215,3
Ambos sexos;10 Comunitat Valenciana;Primera etapa de Educación Secundaria y similar;2017;186,2
Ambos sexos;10 Comunitat Valenciana;Primera etapa de Educación Secundaria y similar;2018;162,1
Ambos sexos;10 Comunitat Valenciana;Primera etapa de Educación Secundaria y similar;2019;134,1
Ambos sexos;10 Comunitat Valenciana;Primera etapa de Educación Secundaria y similar;2020;140,0
Ambos sexos;10 Comunitat Valenciana;Primera etapa de Educación Secundaria y similar;2021;153,6
Ambos sexos;10 Comunitat Valenciana;Primera etapa de Educación Secundaria y similar;2022;146,3
Ambos sexos;10 Comunitat Valenciana;Primera etapa de Educación Secundaria y similar;2023;141,6
Ambos sexos;10 Comunitat Valenciana;Primera etapa de Educación Secundaria y similar;2024;132,9
Ambos sexos;10 Comunitat Valenciana;Segunda etapa de educación secundaria, con orientación general;2014;89,4
Ambos sexos;10 Comunitat Valenciana;Segunda etapa de educación secundaria, con orientación general;2015;72,2
Ambos sexos;10 Comunitat Valenciana;Segunda etapa de educación secundaria, con orientación general;2016;67,4
Ambos sexos;10 Comunitat Valenciana;Segunda etapa de educación secundaria, con orientación general;2017;64,1
Ambos sexos;10 Comunitat Valenciana;Segunda etapa de educación secundaria, con orientación general;2018;51,6
Ambos sexos;10 Comunitat Valenciana;Segunda etapa de educación secundaria, con orientación general;2019;49,0
Ambos sexos;10 Comunitat Valenciana;Segunda etapa de educación secundaria, con orientación general;2020;65,0
Ambos sexos;10 Comunitat Valenciana;Segunda etapa de educación secundaria, con orientación general;2021;66,9
Ambos sexos;10 Comunitat Valenciana;Segunda etapa de educación secundaria, con orientación general;2022;41,3
Ambos sexos;10 Comunitat Valenciana;Segunda etapa de educación secundaria, con orientación general;2023;42,7
Ambos sexos;10 Comunitat Valenciana;Segunda etapa de educación secundaria, con orientación general;2024;50,4
Ambos sexos;10 Comunitat Valenciana;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;69,5
Ambos sexos;10 Comunitat Valenciana;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;66,0
Ambos sexos;10 Comunitat Valenciana;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;63,2
Ambos sexos;10 Comunitat Valenciana;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;49,5
Ambos sexos;10 Comunitat Valenciana;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;34,3
Ambos sexos;10 Comunitat Valenciana;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;33,5
Ambos sexos;10 Comunitat Valenciana;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;40,4
Ambos sexos;10 Comunitat Valenciana;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;43,2
Ambos sexos;10 Comunitat Valenciana;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;41,0
Ambos sexos;10 Comunitat Valenciana;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023;43,4
Ambos sexos;10 Comunitat Valenciana;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2024;42,3
Ambos sexos;10 Comunitat Valenciana;Educación superior;2014;137,5
Ambos sexos;10 Comunitat Valenciana;Educación superior;2015;116,8
Ambos sexos;10 Comunitat Valenciana;Educación superior;2016;109,9
Ambos sexos;10 Comunitat Valenciana;Educación superior;2017;101,9
Ambos sexos;10 Comunitat Valenciana;Educación superior;2018;91,9
Ambos sexos;10 Comunitat Valenciana;Educación superior;2019;98,3
Ambos sexos;10 Comunitat Valenciana;Educación superior;2020;115,4
Ambos sexos;10 Comunitat Valenciana;Educación superior;2021;97,3
Ambos sexos;10 Comunitat Valenciana;Educación superior;2022;75,4
Ambos sexos;10 Comunitat Valenciana;Educación superior;2023;78,8
Ambos sexos;10 Comunitat Valenciana;Educación superior;2024;87,9
Ambos sexos;11 Extremadura;Analfabetos;2014;1,3
Ambos sexos;11 Extremadura;Analfabetos;2015;1,6
Ambos sexos;11 Extremadura;Analfabetos;2016;0,7
Ambos sexos;11 Extremadura;Analfabetos;2017;0,6
Ambos sexos;11 Extremadura;Analfabetos;2018;0,8
Ambos sexos;11 Extremadura;Analfabetos;2019;1,0
Ambos sexos;11 Extremadura;Analfabetos;2020;0,8
Ambos sexos;11 Extremadura;Analfabetos;2021;2,1
Ambos sexos;11 Extremadura;Analfabetos;2022;0,8
Ambos sexos;11 Extremadura;Analfabetos;2023;0,1
Ambos sexos;11 Extremadura;Analfabetos;2024;0,3
Ambos sexos;11 Extremadura;Estudios primarios incompletos;2014;4,9
Ambos sexos;11 Extremadura;Estudios primarios incompletos;2015;4,7
Ambos sexos;11 Extremadura;Estudios primarios incompletos;2016;3,2
Ambos sexos;11 Extremadura;Estudios primarios incompletos;2017;3,3
Ambos sexos;11 Extremadura;Estudios primarios incompletos;2018;3,1
Ambos sexos;11 Extremadura;Estudios primarios incompletos;2019;2,8
Ambos sexos;11 Extremadura;Estudios primarios incompletos;2020;2,6
Ambos sexos;11 Extremadura;Estudios primarios incompletos;2021;2,4
Ambos sexos;11 Extremadura;Estudios primarios incompletos;2022;2,2
Ambos sexos;11 Extremadura;Estudios primarios incompletos;2023;1,9
Ambos sexos;11 Extremadura;Estudios primarios incompletos;2024;0,7
Ambos sexos;11 Extremadura;Educación primaria;2014;12,9
Ambos sexos;11 Extremadura;Educación primaria;2015;15,8
Ambos sexos;11 Extremadura;Educación primaria;2016;17,2
Ambos sexos;11 Extremadura;Educación primaria;2017;12,8
Ambos sexos;11 Extremadura;Educación primaria;2018;14,5
Ambos sexos;11 Extremadura;Educación primaria;2019;15,2
Ambos sexos;11 Extremadura;Educación primaria;2020;12,7
Ambos sexos;11 Extremadura;Educación primaria;2021;10,1
Ambos sexos;11 Extremadura;Educación primaria;2022;7,2
Ambos sexos;11 Extremadura;Educación primaria;2023;8,1
Ambos sexos;11 Extremadura;Educación primaria;2024;6,9
Ambos sexos;11 Extremadura;Primera etapa de Educación Secundaria y similar;2014;81,4
Ambos sexos;11 Extremadura;Primera etapa de Educación Secundaria y similar;2015;74,3
Ambos sexos;11 Extremadura;Primera etapa de Educación Secundaria y similar;2016;69,1
Ambos sexos;11 Extremadura;Primera etapa de Educación Secundaria y similar;2017;70,9
Ambos sexos;11 Extremadura;Primera etapa de Educación Secundaria y similar;2018;55,6
Ambos sexos;11 Extremadura;Primera etapa de Educación Secundaria y similar;2019;47,0
Ambos sexos;11 Extremadura;Primera etapa de Educación Secundaria y similar;2020;46,3
Ambos sexos;11 Extremadura;Primera etapa de Educación Secundaria y similar;2021;44,1
Ambos sexos;11 Extremadura;Primera etapa de Educación Secundaria y similar;2022;39,0
Ambos sexos;11 Extremadura;Primera etapa de Educación Secundaria y similar;2023;35,8
Ambos sexos;11 Extremadura;Primera etapa de Educación Secundaria y similar;2024;32,6
Ambos sexos;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2014;11,7
Ambos sexos;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2015;10,6
Ambos sexos;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2016;10,0
Ambos sexos;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2017;9,3
Ambos sexos;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2018;9,0
Ambos sexos;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2019;9,5
Ambos sexos;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2020;10,1
Ambos sexos;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2021;7,9
Ambos sexos;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2022;7,2
Ambos sexos;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2023;8,0
Ambos sexos;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2024;8,5
Ambos sexos;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;10,2
Ambos sexos;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;13,6
Ambos sexos;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;13,2
Ambos sexos;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;11,2
Ambos sexos;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;11,8
Ambos sexos;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;12,4
Ambos sexos;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;14,4
Ambos sexos;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;10,7
Ambos sexos;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;10,7
Ambos sexos;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023;11,4
Ambos sexos;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2024;6,5
Ambos sexos;11 Extremadura;Educación superior;2014;27,6
Ambos sexos;11 Extremadura;Educación superior;2015;25,8
Ambos sexos;11 Extremadura;Educación superior;2016;24,6
Ambos sexos;11 Extremadura;Educación superior;2017;21,7
Ambos sexos;11 Extremadura;Educación superior;2018;22,5
Ambos sexos;11 Extremadura;Educación superior;2019;19,4
Ambos sexos;11 Extremadura;Educación superior;2020;19,2
Ambos sexos;11 Extremadura;Educación superior;2021;22,4
Ambos sexos;11 Extremadura;Educación superior;2022;18,7
Ambos sexos;11 Extremadura;Educación superior;2023;22,0
Ambos sexos;11 Extremadura;Educación superior;2024;21,3
Ambos sexos;12 Galicia;Analfabetos;2014;0,5
Ambos sexos;12 Galicia;Analfabetos;2015;0,8
Ambos sexos;12 Galicia;Analfabetos;2016;0,9
Ambos sexos;12 Galicia;Analfabetos;2017;1,1
Ambos sexos;12 Galicia;Analfabetos;2018;0,9
Ambos sexos;12 Galicia;Analfabetos;2019;0,2
Ambos sexos;12 Galicia;Analfabetos;2020;0,2
Ambos sexos;12 Galicia;Analfabetos;2021;0,2
Ambos sexos;12 Galicia;Analfabetos;2022;0,2
Ambos sexos;12 Galicia;Analfabetos;2023;0,7
Ambos sexos;12 Galicia;Analfabetos;2024;0,5
Ambos sexos;12 Galicia;Estudios primarios incompletos;2014;2,8
Ambos sexos;12 Galicia;Estudios primarios incompletos;2015;3,8
Ambos sexos;12 Galicia;Estudios primarios incompletos;2016;3,8
Ambos sexos;12 Galicia;Estudios primarios incompletos;2017;4,1
Ambos sexos;12 Galicia;Estudios primarios incompletos;2018;3,8
Ambos sexos;12 Galicia;Estudios primarios incompletos;2019;2,4
Ambos sexos;12 Galicia;Estudios primarios incompletos;2020;1,4
Ambos sexos;12 Galicia;Estudios primarios incompletos;2021;1,4
Ambos sexos;12 Galicia;Estudios primarios incompletos;2022;0,8
Ambos sexos;12 Galicia;Estudios primarios incompletos;2023;0,8
Ambos sexos;12 Galicia;Estudios primarios incompletos;2024;0,6
Ambos sexos;12 Galicia;Educación primaria;2014;21,1
Ambos sexos;12 Galicia;Educación primaria;2015;18,6
Ambos sexos;12 Galicia;Educación primaria;2016;19,7
Ambos sexos;12 Galicia;Educación primaria;2017;15,8
Ambos sexos;12 Galicia;Educación primaria;2018;11,8
Ambos sexos;12 Galicia;Educación primaria;2019;9,7
Ambos sexos;12 Galicia;Educación primaria;2020;6,8
Ambos sexos;12 Galicia;Educación primaria;2021;5,3
Ambos sexos;12 Galicia;Educación primaria;2022;6,2
Ambos sexos;12 Galicia;Educación primaria;2023;7,3
Ambos sexos;12 Galicia;Educación primaria;2024;7,3
Ambos sexos;12 Galicia;Primera etapa de Educación Secundaria y similar;2014;122,8
Ambos sexos;12 Galicia;Primera etapa de Educación Secundaria y similar;2015;99,3
Ambos sexos;12 Galicia;Primera etapa de Educación Secundaria y similar;2016;84,5
Ambos sexos;12 Galicia;Primera etapa de Educación Secundaria y similar;2017;77,9
Ambos sexos;12 Galicia;Primera etapa de Educación Secundaria y similar;2018;65,0
Ambos sexos;12 Galicia;Primera etapa de Educación Secundaria y similar;2019;55,4
Ambos sexos;12 Galicia;Primera etapa de Educación Secundaria y similar;2020;50,8
Ambos sexos;12 Galicia;Primera etapa de Educación Secundaria y similar;2021;48,7
Ambos sexos;12 Galicia;Primera etapa de Educación Secundaria y similar;2022;46,7
Ambos sexos;12 Galicia;Primera etapa de Educación Secundaria y similar;2023;38,2
Ambos sexos;12 Galicia;Primera etapa de Educación Secundaria y similar;2024;39,4
Ambos sexos;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2014;29,2
Ambos sexos;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2015;26,8
Ambos sexos;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2016;23,7
Ambos sexos;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2017;19,5
Ambos sexos;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2018;21,6
Ambos sexos;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2019;21,1
Ambos sexos;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2020;21,4
Ambos sexos;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2021;21,7
Ambos sexos;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2022;18,3
Ambos sexos;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2023;18,0
Ambos sexos;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2024;15,8
Ambos sexos;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;28,6
Ambos sexos;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;24,4
Ambos sexos;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;22,7
Ambos sexos;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;20,9
Ambos sexos;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;17,8
Ambos sexos;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;17,4
Ambos sexos;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;15,2
Ambos sexos;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;14,5
Ambos sexos;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;17,7
Ambos sexos;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023;16,2
Ambos sexos;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2024;15,8
Ambos sexos;12 Galicia;Educación superior;2014;70,8
Ambos sexos;12 Galicia;Educación superior;2015;69,7
Ambos sexos;12 Galicia;Educación superior;2016;60,2
Ambos sexos;12 Galicia;Educación superior;2017;56,2
Ambos sexos;12 Galicia;Educación superior;2018;45,0
Ambos sexos;12 Galicia;Educación superior;2019;39,7
Ambos sexos;12 Galicia;Educación superior;2020;50,9
Ambos sexos;12 Galicia;Educación superior;2021;50,0
Ambos sexos;12 Galicia;Educación superior;2022;46,9
Ambos sexos;12 Galicia;Educación superior;2023;40,4
Ambos sexos;12 Galicia;Educación superior;2024;39,0
Ambos sexos;13 Madrid, Comunidad de;Analfabetos;2014;3,0
Ambos sexos;13 Madrid, Comunidad de;Analfabetos;2015;4,7
Ambos sexos;13 Madrid, Comunidad de;Analfabetos;2016;2,1
Ambos sexos;13 Madrid, Comunidad de;Analfabetos;2017;4,1
Ambos sexos;13 Madrid, Comunidad de;Analfabetos;2018;3,9
Ambos sexos;13 Madrid, Comunidad de;Analfabetos;2019;1,5
Ambos sexos;13 Madrid, Comunidad de;Analfabetos;2020;1,9
Ambos sexos;13 Madrid, Comunidad de;Analfabetos;2021;0,6
Ambos sexos;13 Madrid, Comunidad de;Analfabetos;2022;1,2
Ambos sexos;13 Madrid, Comunidad de;Analfabetos;2023;1,1
Ambos sexos;13 Madrid, Comunidad de;Analfabetos;2024;2,0
Ambos sexos;13 Madrid, Comunidad de;Estudios primarios incompletos;2014;11,2
Ambos sexos;13 Madrid, Comunidad de;Estudios primarios incompletos;2015;14,1
Ambos sexos;13 Madrid, Comunidad de;Estudios primarios incompletos;2016;6,5
Ambos sexos;13 Madrid, Comunidad de;Estudios primarios incompletos;2017;4,2
Ambos sexos;13 Madrid, Comunidad de;Estudios primarios incompletos;2018;7,2
Ambos sexos;13 Madrid, Comunidad de;Estudios primarios incompletos;2019;5,0
Ambos sexos;13 Madrid, Comunidad de;Estudios primarios incompletos;2020;4,0
Ambos sexos;13 Madrid, Comunidad de;Estudios primarios incompletos;2021;3,9
Ambos sexos;13 Madrid, Comunidad de;Estudios primarios incompletos;2022;2,2
Ambos sexos;13 Madrid, Comunidad de;Estudios primarios incompletos;2023;4,3
Ambos sexos;13 Madrid, Comunidad de;Estudios primarios incompletos;2024;1,9
Ambos sexos;13 Madrid, Comunidad de;Educación primaria;2014;41,2
Ambos sexos;13 Madrid, Comunidad de;Educación primaria;2015;43,1
Ambos sexos;13 Madrid, Comunidad de;Educación primaria;2016;47,7
Ambos sexos;13 Madrid, Comunidad de;Educación primaria;2017;32,4
Ambos sexos;13 Madrid, Comunidad de;Educación primaria;2018;27,7
Ambos sexos;13 Madrid, Comunidad de;Educación primaria;2019;18,6
Ambos sexos;13 Madrid, Comunidad de;Educación primaria;2020;23,5
Ambos sexos;13 Madrid, Comunidad de;Educación primaria;2021;22,8
Ambos sexos;13 Madrid, Comunidad de;Educación primaria;2022;25,8
Ambos sexos;13 Madrid, Comunidad de;Educación primaria;2023;35,1
Ambos sexos;13 Madrid, Comunidad de;Educación primaria;2024;26,9
Ambos sexos;13 Madrid, Comunidad de;Primera etapa de Educación Secundaria y similar;2014;183,0
Ambos sexos;13 Madrid, Comunidad de;Primera etapa de Educación Secundaria y similar;2015;182,9
Ambos sexos;13 Madrid, Comunidad de;Primera etapa de Educación Secundaria y similar;2016;166,0
Ambos sexos;13 Madrid, Comunidad de;Primera etapa de Educación Secundaria y similar;2017;145,2
Ambos sexos;13 Madrid, Comunidad de;Primera etapa de Educación Secundaria y similar;2018;126,3
Ambos sexos;13 Madrid, Comunidad de;Primera etapa de Educación Secundaria y similar;2019;94,5
Ambos sexos;13 Madrid, Comunidad de;Primera etapa de Educación Secundaria y similar;2020;108,8
Ambos sexos;13 Madrid, Comunidad de;Primera etapa de Educación Secundaria y similar;2021;118,4
Ambos sexos;13 Madrid, Comunidad de;Primera etapa de Educación Secundaria y similar;2022;101,6
Ambos sexos;13 Madrid, Comunidad de;Primera etapa de Educación Secundaria y similar;2023;95,7
Ambos sexos;13 Madrid, Comunidad de;Primera etapa de Educación Secundaria y similar;2024;92,7
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2014;145,7
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2015;114,3
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2016;107,0
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2017;96,9
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2018;96,6
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2019;85,5
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2020;97,8
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2021;92,0
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2022;101,7
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2023;76,8
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2024;63,0
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;50,0
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;44,4
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;39,3
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;36,4
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;31,5
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;29,7
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;38,5
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;36,9
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;31,5
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023;36,9
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2024;31,8
Ambos sexos;13 Madrid, Comunidad de;Educación superior;2014;192,0
Ambos sexos;13 Madrid, Comunidad de;Educación superior;2015;174,9
Ambos sexos;13 Madrid, Comunidad de;Educación superior;2016;160,1
Ambos sexos;13 Madrid, Comunidad de;Educación superior;2017;128,3
Ambos sexos;13 Madrid, Comunidad de;Educación superior;2018;123,2
Ambos sexos;13 Madrid, Comunidad de;Educación superior;2019;133,4
Ambos sexos;13 Madrid, Comunidad de;Educación superior;2020;160,4
Ambos sexos;13 Madrid, Comunidad de;Educación superior;2021;141,8
Ambos sexos;13 Madrid, Comunidad de;Educación superior;2022;142,6
Ambos sexos;13 Madrid, Comunidad de;Educación superior;2023;118,0
Ambos sexos;13 Madrid, Comunidad de;Educación superior;2024;120,9
Ambos sexos;14 Murcia, Región de;Analfabetos;2014;2,6
Ambos sexos;14 Murcia, Región de;Analfabetos;2015;4,1
Ambos sexos;14 Murcia, Región de;Analfabetos;2016;3,2
Ambos sexos;14 Murcia, Región de;Analfabetos;2017;0,9
Ambos sexos;14 Murcia, Región de;Analfabetos;2018;2,1
Ambos sexos;14 Murcia, Región de;Analfabetos;2019;1,6
Ambos sexos;14 Murcia, Región de;Analfabetos;2020;1,4
Ambos sexos;14 Murcia, Región de;Analfabetos;2021;1,4
Ambos sexos;14 Murcia, Región de;Analfabetos;2022;2,4
Ambos sexos;14 Murcia, Región de;Analfabetos;2023;2,4
Ambos sexos;14 Murcia, Región de;Analfabetos;2024;2,4
Ambos sexos;14 Murcia, Región de;Estudios primarios incompletos;2014;5,4
Ambos sexos;14 Murcia, Región de;Estudios primarios incompletos;2015;4,3
Ambos sexos;14 Murcia, Región de;Estudios primarios incompletos;2016;3,4
Ambos sexos;14 Murcia, Región de;Estudios primarios incompletos;2017;2,9
Ambos sexos;14 Murcia, Región de;Estudios primarios incompletos;2018;2,7
Ambos sexos;14 Murcia, Región de;Estudios primarios incompletos;2019;2,4
Ambos sexos;14 Murcia, Región de;Estudios primarios incompletos;2020;2,1
Ambos sexos;14 Murcia, Región de;Estudios primarios incompletos;2021;2,5
Ambos sexos;14 Murcia, Región de;Estudios primarios incompletos;2022;2,6
Ambos sexos;14 Murcia, Región de;Estudios primarios incompletos;2023;4,1
Ambos sexos;14 Murcia, Región de;Estudios primarios incompletos;2024;4,9
Ambos sexos;14 Murcia, Región de;Educación primaria;2014;27,2
Ambos sexos;14 Murcia, Región de;Educación primaria;2015;23,8
Ambos sexos;14 Murcia, Región de;Educación primaria;2016;17,8
Ambos sexos;14 Murcia, Región de;Educación primaria;2017;13,5
Ambos sexos;14 Murcia, Región de;Educación primaria;2018;12,1
Ambos sexos;14 Murcia, Región de;Educación primaria;2019;11,0
Ambos sexos;14 Murcia, Región de;Educación primaria;2020;10,4
Ambos sexos;14 Murcia, Región de;Educación primaria;2021;9,6
Ambos sexos;14 Murcia, Región de;Educación primaria;2022;8,5
Ambos sexos;14 Murcia, Región de;Educación primaria;2023;9,7
Ambos sexos;14 Murcia, Región de;Educación primaria;2024;11,7
Ambos sexos;14 Murcia, Región de;Primera etapa de Educación Secundaria y similar;2014;77,0
Ambos sexos;14 Murcia, Región de;Primera etapa de Educación Secundaria y similar;2015;70,5
Ambos sexos;14 Murcia, Región de;Primera etapa de Educación Secundaria y similar;2016;60,7
Ambos sexos;14 Murcia, Región de;Primera etapa de Educación Secundaria y similar;2017;57,2
Ambos sexos;14 Murcia, Región de;Primera etapa de Educación Secundaria y similar;2018;48,7
Ambos sexos;14 Murcia, Región de;Primera etapa de Educación Secundaria y similar;2019;46,2
Ambos sexos;14 Murcia, Región de;Primera etapa de Educación Secundaria y similar;2020;43,2
Ambos sexos;14 Murcia, Región de;Primera etapa de Educación Secundaria y similar;2021;45,4
Ambos sexos;14 Murcia, Región de;Primera etapa de Educación Secundaria y similar;2022;44,1
Ambos sexos;14 Murcia, Región de;Primera etapa de Educación Secundaria y similar;2023;36,1
Ambos sexos;14 Murcia, Región de;Primera etapa de Educación Secundaria y similar;2024;38,5
