Sexo;Comunidades y Ciudades Autónomas;Nivel de formación alcanzado;Periodo;Total
Ambos sexos;10 Comunitat Valenciana;Analfabetos;2021;7,6
Ambos sexos;10 Comunitat Valenciana;Analfabetos;2022;11,0
Ambos sexos;10 Comunitat Valenciana;Analfabetos;2023;5,1
Ambos sexos;10 Comunitat Valenciana;Analfabetos;2024;4,2
Ambos sexos;10 Comunitat Valenciana;Estudios primarios incompletos;2014;22,4
Ambos sexos;10 Comunitat Valenciana;Estudios primarios incompletos;2015;21,8
Ambos sexos;10 Comunitat Valenciana;Estudios primarios incompletos;2016;21,6
Ambos sexos;10 Comunitat Valenciana;Estudios primarios incompletos;2017;22,7
Ambos sexos;10 Comunitat Valenciana;Estudios primarios incompletos;2018;21,5
Ambos sexos;10 Comunitat Valenciana;Estudios primarios incompletos;2019;19,9
Ambos sexos;10 Comunitat Valenciana;Estudios primarios incompletos;2020;19,4
Ambos sexos;10 Comunitat Valenciana;Estudios primarios incompletos;2021;17,6
Ambos sexos;10 Comunitat Valenciana;Estudios primarios incompletos;2022;33,0
Ambos sexos;10 Comunitat Valenciana;Estudios primarios incompletos;2023;34,1
Ambos sexos;10 Comunitat Valenciana;Estudios primarios incompletos;2024;28,6
Ambos sexos;10 Comunitat Valenciana;Educación primaria;2014;168,0
Ambos sexos;10 Comunitat Valenciana;Educación primaria;2015;132,4
Ambos sexos;10 Comunitat Valenciana;Educación primaria;2016;103,0
Ambos sexos;10 Comunitat Valenciana;Educación primaria;2017;99,9
Ambos sexos;10 Comunitat Valenciana;Educación primaria;2018;92,7
Ambos sexos;10 Comunitat Valenciana;Educación primaria;2019;86,0
Ambos sexos;10 Comunitat Valenciana;Educación primaria;2020;74,6
Ambos sexos;10 Comunitat Valenciana;Educación primaria;2021;90,8
Ambos sexos;10 Comunitat Valenciana;Educación primaria;2022;77,7
Ambos sexos;10 Comunitat Valenciana;Educación primaria;2023;78,1
Ambos sexos;10 Comunitat Valenciana;Educación primaria;2024;74,8
Ambos sexos;10 Comunitat Valenciana;Primera etapa de Educación Secundaria y similar;2014;809,9
Ambos sexos;10 Comunitat Valenciana;Primera etapa de Educación Secundaria y similar;2015;828,6
Ambos sexos;10 Comunitat Valenciana;Primera etapa de Educación Secundaria y similar;2016;836,8
Ambos sexos;10 Comunitat Valenciana;Primera etapa de Educación Secundaria y similar;2017;827,0
Ambos sexos;10 Comunitat Valenciana;Primera etapa de Educación Secundaria y similar;2018;788,8
Ambos sexos;10 Comunitat Valenciana;Primera etapa de Educación Secundaria y similar;2019;773,0
Ambos sexos;10 Comunitat Valenciana;Primera etapa de Educación Secundaria y similar;2020;730,0
Ambos sexos;10 Comunitat Valenciana;Primera etapa de Educación Secundaria y similar;2021;747,2
Ambos sexos;10 Comunitat Valenciana;Primera etapa de Educación Secundaria y similar;2022;840,1
Ambos sexos;10 Comunitat Valenciana;Primera etapa de Educación Secundaria y similar;2023;839,1
Ambos sexos;10 Comunitat Valenciana;Primera etapa de Educación Secundaria y similar;2024;851,1
Ambos sexos;10 Comunitat Valenciana;Segunda etapa de educación secundaria, con orientación general;2014;351,9
Ambos sexos;10 Comunitat Valenciana;Segunda etapa de educación secundaria, con orientación general;2015;341,9
Ambos sexos;10 Comunitat Valenciana;Segunda etapa de educación secundaria, con orientación general;2016;334,8
Ambos sexos;10 Comunitat Valenciana;Segunda etapa de educación secundaria, con orientación general;2017;360,7
Ambos sexos;10 Comunitat Valenciana;Segunda etapa de educación secundaria, con orientación general;2018;339,9
Ambos sexos;10 Comunitat Valenciana;Segunda etapa de educación secundaria, con orientación general;2019;336,0
Ambos sexos;10 Comunitat Valenciana;Segunda etapa de educación secundaria, con orientación general;2020;339,6
Ambos sexos;10 Comunitat Valenciana;Segunda etapa de educación secundaria, con orientación general;2021;337,8
Ambos sexos;10 Comunitat Valenciana;Segunda etapa de educación secundaria, con orientación general;2022;298,3
Ambos sexos;10 Comunitat Valenciana;Segunda etapa de educación secundaria, con orientación general;2023;300,0
Ambos sexos;10 Comunitat Valenciana;Segunda etapa de educación secundaria, con orientación general;2024;328,7
Ambos sexos;10 Comunitat Valenciana;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;251,0
Ambos sexos;10 Comunitat Valenciana;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;266,6
Ambos sexos;10 Comunitat Valenciana;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;279,7
Ambos sexos;10 Comunitat Valenciana;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;259,9
Ambos sexos;10 Comunitat Valenciana;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;267,9
Ambos sexos;10 Comunitat Valenciana;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;265,5
Ambos sexos;10 Comunitat Valenciana;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;267,9
Ambos sexos;10 Comunitat Valenciana;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;270,1
Ambos sexos;10 Comunitat Valenciana;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;288,8
Ambos sexos;10 Comunitat Valenciana;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023;302,3
Ambos sexos;10 Comunitat Valenciana;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2024;313,7
Ambos sexos;10 Comunitat Valenciana;Educación superior;2014;816,5
Ambos sexos;10 Comunitat Valenciana;Educación superior;2015;829,0
Ambos sexos;10 Comunitat Valenciana;Educación superior;2016;851,5
Ambos sexos;10 Comunitat Valenciana;Educación superior;2017;855,6
Ambos sexos;10 Comunitat Valenciana;Educación superior;2018;904,2
Ambos sexos;10 Comunitat Valenciana;Educación superior;2019;944,3
Ambos sexos;10 Comunitat Valenciana;Educación superior;2020;970,5
Ambos sexos;10 Comunitat Valenciana;Educación superior;2021;1.003,6
Ambos sexos;10 Comunitat Valenciana;Educación superior;2022;1.007,0
Ambos sexos;10 Comunitat Valenciana;Educación superior;2023;1.083,6
Ambos sexos;10 Comunitat Valenciana;Educación superior;2024;1.083,0
Ambos sexos;11 Extremadura;Analfabetos;2014;1,6
Ambos sexos;11 Extremadura;Analfabetos;2015;2,3
Ambos sexos;11 Extremadura;Analfabetos;2016;1,3
Ambos sexos;11 Extremadura;Analfabetos;2017;0,8
Ambos sexos;11 Extremadura;Analfabetos;2018;1,6
Ambos sexos;11 Extremadura;Analfabetos;2019;1,4
Ambos sexos;11 Extremadura;Analfabetos;2020;2,3
Ambos sexos;11 Extremadura;Analfabetos;2021;3,7
Ambos sexos;11 Extremadura;Analfabetos;2022;1,4
Ambos sexos;11 Extremadura;Analfabetos;2023;0,5
Ambos sexos;11 Extremadura;Analfabetos;2024;0,8
Ambos sexos;11 Extremadura;Estudios primarios incompletos;2014;10,9
Ambos sexos;11 Extremadura;Estudios primarios incompletos;2015;10,0
Ambos sexos;11 Extremadura;Estudios primarios incompletos;2016;7,7
Ambos sexos;11 Extremadura;Estudios primarios incompletos;2017;7,2
Ambos sexos;11 Extremadura;Estudios primarios incompletos;2018;6,7
Ambos sexos;11 Extremadura;Estudios primarios incompletos;2019;7,5
Ambos sexos;11 Extremadura;Estudios primarios incompletos;2020;6,5
Ambos sexos;11 Extremadura;Estudios primarios incompletos;2021;5,3
Ambos sexos;11 Extremadura;Estudios primarios incompletos;2022;4,7
Ambos sexos;11 Extremadura;Estudios primarios incompletos;2023;5,8
Ambos sexos;11 Extremadura;Estudios primarios incompletos;2024;2,7
Ambos sexos;11 Extremadura;Educación primaria;2014;34,0
Ambos sexos;11 Extremadura;Educación primaria;2015;35,8
Ambos sexos;11 Extremadura;Educación primaria;2016;36,7
Ambos sexos;11 Extremadura;Educación primaria;2017;32,1
Ambos sexos;11 Extremadura;Educación primaria;2018;39,3
Ambos sexos;11 Extremadura;Educación primaria;2019;42,1
Ambos sexos;11 Extremadura;Educación primaria;2020;35,3
Ambos sexos;11 Extremadura;Educación primaria;2021;27,9
Ambos sexos;11 Extremadura;Educación primaria;2022;23,0
Ambos sexos;11 Extremadura;Educación primaria;2023;27,0
Ambos sexos;11 Extremadura;Educación primaria;2024;23,1
Ambos sexos;11 Extremadura;Primera etapa de Educación Secundaria y similar;2014;217,9
Ambos sexos;11 Extremadura;Primera etapa de Educación Secundaria y similar;2015;214,2
Ambos sexos;11 Extremadura;Primera etapa de Educación Secundaria y similar;2016;219,2
Ambos sexos;11 Extremadura;Primera etapa de Educación Secundaria y similar;2017;217,6
Ambos sexos;11 Extremadura;Primera etapa de Educación Secundaria y similar;2018;202,0
Ambos sexos;11 Extremadura;Primera etapa de Educación Secundaria y similar;2019;196,8
Ambos sexos;11 Extremadura;Primera etapa de Educación Secundaria y similar;2020;184,3
Ambos sexos;11 Extremadura;Primera etapa de Educación Secundaria y similar;2021;186,7
Ambos sexos;11 Extremadura;Primera etapa de Educación Secundaria y similar;2022;183,2
Ambos sexos;11 Extremadura;Primera etapa de Educación Secundaria y similar;2023;174,2
Ambos sexos;11 Extremadura;Primera etapa de Educación Secundaria y similar;2024;174,5
Ambos sexos;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2014;46,1
Ambos sexos;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2015;46,5
Ambos sexos;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2016;47,0
Ambos sexos;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2017;45,0
Ambos sexos;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2018;48,0
Ambos sexos;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2019;51,6
Ambos sexos;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2020;50,2
Ambos sexos;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2021;51,8
Ambos sexos;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2022;50,6
Ambos sexos;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2023;47,9
Ambos sexos;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2024;51,7
Ambos sexos;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;43,2
Ambos sexos;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;44,1
Ambos sexos;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;46,9
Ambos sexos;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;44,8
Ambos sexos;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;52,4
Ambos sexos;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;52,5
Ambos sexos;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;58,3
Ambos sexos;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;58,3
Ambos sexos;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;55,9
Ambos sexos;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023;57,4
Ambos sexos;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2024;49,4
Ambos sexos;11 Extremadura;Educación superior;2014;150,4
Ambos sexos;11 Extremadura;Educación superior;2015;150,4
Ambos sexos;11 Extremadura;Educación superior;2016;142,5
Ambos sexos;11 Extremadura;Educación superior;2017;147,6
Ambos sexos;11 Extremadura;Educación superior;2018;146,2
Ambos sexos;11 Extremadura;Educación superior;2019;146,1
Ambos sexos;11 Extremadura;Educación superior;2020;149,3
Ambos sexos;11 Extremadura;Educación superior;2021;161,1
Ambos sexos;11 Extremadura;Educación superior;2022;176,4
Ambos sexos;11 Extremadura;Educación superior;2023;189,8
Ambos sexos;11 Extremadura;Educación superior;2024;192,8
Ambos sexos;12 Galicia;Analfabetos;2014;1,2
Ambos sexos;12 Galicia;Analfabetos;2015;2,0
Ambos sexos;12 Galicia;Analfabetos;2016;1,7
Ambos sexos;12 Galicia;Analfabetos;2017;1,5
Ambos sexos;12 Galicia;Analfabetos;2018;1,7
Ambos sexos;12 Galicia;Analfabetos;2019;0,9
Ambos sexos;12 Galicia;Analfabetos;2020;1,0
Ambos sexos;12 Galicia;Analfabetos;2021;0,5
Ambos sexos;12 Galicia;Analfabetos;2022;1,7
Ambos sexos;12 Galicia;Analfabetos;2023;1,2
Ambos sexos;12 Galicia;Analfabetos;2024;0,8
Ambos sexos;12 Galicia;Estudios primarios incompletos;2014;10,0
Ambos sexos;12 Galicia;Estudios primarios incompletos;2015;12,1
Ambos sexos;12 Galicia;Estudios primarios incompletos;2016;11,7
Ambos sexos;12 Galicia;Estudios primarios incompletos;2017;12,5
Ambos sexos;12 Galicia;Estudios primarios incompletos;2018;12,4
Ambos sexos;12 Galicia;Estudios primarios incompletos;2019;7,4
Ambos sexos;12 Galicia;Estudios primarios incompletos;2020;3,8
Ambos sexos;12 Galicia;Estudios primarios incompletos;2021;3,4
Ambos sexos;12 Galicia;Estudios primarios incompletos;2022;2,6
Ambos sexos;12 Galicia;Estudios primarios incompletos;2023;2,5
Ambos sexos;12 Galicia;Estudios primarios incompletos;2024;2,4
Ambos sexos;12 Galicia;Educación primaria;2014;71,7
Ambos sexos;12 Galicia;Educación primaria;2015;66,7
Ambos sexos;12 Galicia;Educación primaria;2016;59,9
Ambos sexos;12 Galicia;Educación primaria;2017;57,5
Ambos sexos;12 Galicia;Educación primaria;2018;48,2
Ambos sexos;12 Galicia;Educación primaria;2019;35,6
Ambos sexos;12 Galicia;Educación primaria;2020;30,5
Ambos sexos;12 Galicia;Educación primaria;2021;26,4
Ambos sexos;12 Galicia;Educación primaria;2022;27,2
Ambos sexos;12 Galicia;Educación primaria;2023;34,4
Ambos sexos;12 Galicia;Educación primaria;2024;35,4
Ambos sexos;12 Galicia;Primera etapa de Educación Secundaria y similar;2014;447,7
Ambos sexos;12 Galicia;Primera etapa de Educación Secundaria y similar;2015;419,2
Ambos sexos;12 Galicia;Primera etapa de Educación Secundaria y similar;2016;409,5
Ambos sexos;12 Galicia;Primera etapa de Educación Secundaria y similar;2017;398,9
Ambos sexos;12 Galicia;Primera etapa de Educación Secundaria y similar;2018;384,4
Ambos sexos;12 Galicia;Primera etapa de Educación Secundaria y similar;2019;382,3
Ambos sexos;12 Galicia;Primera etapa de Educación Secundaria y similar;2020;365,2
Ambos sexos;12 Galicia;Primera etapa de Educación Secundaria y similar;2021;362,9
Ambos sexos;12 Galicia;Primera etapa de Educación Secundaria y similar;2022;357,5
Ambos sexos;12 Galicia;Primera etapa de Educación Secundaria y similar;2023;351,0
Ambos sexos;12 Galicia;Primera etapa de Educación Secundaria y similar;2024;338,5
Ambos sexos;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2014;146,1
Ambos sexos;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2015;147,2
Ambos sexos;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2016;145,8
Ambos sexos;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2017;141,0
Ambos sexos;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2018;154,8
Ambos sexos;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2019;156,2
Ambos sexos;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2020;150,6
Ambos sexos;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2021;148,5
Ambos sexos;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2022;144,5
Ambos sexos;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2023;155,0
Ambos sexos;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2024;150,6
Ambos sexos;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;123,2
Ambos sexos;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;123,3
Ambos sexos;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;131,6
Ambos sexos;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;131,6
Ambos sexos;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;135,0
Ambos sexos;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;140,4
Ambos sexos;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;129,2
Ambos sexos;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;131,7
Ambos sexos;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;138,9
Ambos sexos;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023;146,6
Ambos sexos;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2024;156,8
Ambos sexos;12 Galicia;Educación superior;2014;474,0
Ambos sexos;12 Galicia;Educación superior;2015;490,2
Ambos sexos;12 Galicia;Educación superior;2016;495,9
Ambos sexos;12 Galicia;Educación superior;2017;505,3
Ambos sexos;12 Galicia;Educación superior;2018;506,9
Ambos sexos;12 Galicia;Educación superior;2019;518,3
Ambos sexos;12 Galicia;Educación superior;2020;540,6
Ambos sexos;12 Galicia;Educación superior;2021;555,5
Ambos sexos;12 Galicia;Educación superior;2022;567,9
Ambos sexos;12 Galicia;Educación superior;2023;559,2
Ambos sexos;12 Galicia;Educación superior;2024;577,8
Ambos sexos;13 Madrid, Comunidad de;Analfabetos;2014;7,4
Ambos sexos;13 Madrid, Comunidad de;Analfabetos;2015;7,4
Ambos sexos;13 Madrid, Comunidad de;Analfabetos;2016;5,0
Ambos sexos;13 Madrid, Comunidad de;Analfabetos;2017;6,8
Ambos sexos;13 Madrid, Comunidad de;Analfabetos;2018;6,2
Ambos sexos;13 Madrid, Comunidad de;Analfabetos;2019;3,0
Ambos sexos;13 Madrid, Comunidad de;Analfabetos;2020;4,0
Ambos sexos;13 Madrid, Comunidad de;Analfabetos;2021;6,0
Ambos sexos;13 Madrid, Comunidad de;Analfabetos;2022;5,6
Ambos sexos;13 Madrid, Comunidad de;Analfabetos;2023;5,4
Ambos sexos;13 Madrid, Comunidad de;Analfabetos;2024;6,9
Ambos sexos;13 Madrid, Comunidad de;Estudios primarios incompletos;2014;28,9
Ambos sexos;13 Madrid, Comunidad de;Estudios primarios incompletos;2015;28,4
Ambos sexos;13 Madrid, Comunidad de;Estudios primarios incompletos;2016;22,0
Ambos sexos;13 Madrid, Comunidad de;Estudios primarios incompletos;2017;21,2
Ambos sexos;13 Madrid, Comunidad de;Estudios primarios incompletos;2018;26,7
Ambos sexos;13 Madrid, Comunidad de;Estudios primarios incompletos;2019;20,6
Ambos sexos;13 Madrid, Comunidad de;Estudios primarios incompletos;2020;14,7
Ambos sexos;13 Madrid, Comunidad de;Estudios primarios incompletos;2021;14,5
Ambos sexos;13 Madrid, Comunidad de;Estudios primarios incompletos;2022;10,5
Ambos sexos;13 Madrid, Comunidad de;Estudios primarios incompletos;2023;19,8
Ambos sexos;13 Madrid, Comunidad de;Estudios primarios incompletos;2024;11,0
Ambos sexos;13 Madrid, Comunidad de;Educación primaria;2014;130,1
Ambos sexos;13 Madrid, Comunidad de;Educación primaria;2015;144,9
Ambos sexos;13 Madrid, Comunidad de;Educación primaria;2016;147,3
Ambos sexos;13 Madrid, Comunidad de;Educación primaria;2017;126,3
Ambos sexos;13 Madrid, Comunidad de;Educación primaria;2018;131,6
Ambos sexos;13 Madrid, Comunidad de;Educación primaria;2019;116,5
Ambos sexos;13 Madrid, Comunidad de;Educación primaria;2020;108,6
Ambos sexos;13 Madrid, Comunidad de;Educación primaria;2021;110,9
Ambos sexos;13 Madrid, Comunidad de;Educación primaria;2022;113,9
Ambos sexos;13 Madrid, Comunidad de;Educación primaria;2023;150,5
Ambos sexos;13 Madrid, Comunidad de;Educación primaria;2024;145,8
Ambos sexos;13 Madrid, Comunidad de;Primera etapa de Educación Secundaria y similar;2014;676,8
Ambos sexos;13 Madrid, Comunidad de;Primera etapa de Educación Secundaria y similar;2015;706,3
Ambos sexos;13 Madrid, Comunidad de;Primera etapa de Educación Secundaria y similar;2016;708,9
Ambos sexos;13 Madrid, Comunidad de;Primera etapa de Educación Secundaria y similar;2017;675,8
Ambos sexos;13 Madrid, Comunidad de;Primera etapa de Educación Secundaria y similar;2018;706,3
Ambos sexos;13 Madrid, Comunidad de;Primera etapa de Educación Secundaria y similar;2019;680,1
Ambos sexos;13 Madrid, Comunidad de;Primera etapa de Educación Secundaria y similar;2020;643,3
Ambos sexos;13 Madrid, Comunidad de;Primera etapa de Educación Secundaria y similar;2021;695,1
Ambos sexos;13 Madrid, Comunidad de;Primera etapa de Educación Secundaria y similar;2022;677,6
Ambos sexos;13 Madrid, Comunidad de;Primera etapa de Educación Secundaria y similar;2023;699,1
Ambos sexos;13 Madrid, Comunidad de;Primera etapa de Educación Secundaria y similar;2024;725,4
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2014;650,4
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2015;637,8
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2016;642,3
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2017;661,1
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2018;619,8
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2019;660,2
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2020;650,7
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2021;665,6
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2022;696,3
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2023;617,9
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2024;629,0
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;209,3
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;226,6
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;206,5
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;222,6
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;240,4
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;230,4
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;243,7
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;243,3
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;254,6
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023;286,0
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2024;291,5
Ambos sexos;13 Madrid, Comunidad de;Educación superior;2014;1.638,2
Ambos sexos;13 Madrid, Comunidad de;Educación superior;2015;1.638,6
Ambos sexos;13 Madrid, Comunidad de;Educación superior;2016;1.632,3
Ambos sexos;13 Madrid, Comunidad de;Educación superior;2017;1.640,8
Ambos sexos;13 Madrid, Comunidad de;Educación superior;2018;1.676,2
Ambos sexos;13 Madrid, Comunidad de;Educación superior;2019;1.756,3
Ambos sexos;13 Madrid, Comunidad de;Educación superior;2020;1.815,5
Ambos sexos;13 Madrid, Comunidad de;Educación superior;2021;1.827,4
Ambos sexos;13 Madrid, Comunidad de;Educación superior;2022;1.866,6
Ambos sexos;13 Madrid, Comunidad de;Educación superior;2023;1.917,4
Ambos sexos;13 Madrid, Comunidad de;Educación superior;2024;1.969,1
Ambos sexos;14 Murcia, Región de;Analfabetos;2014;9,7
Ambos sexos;14 Murcia, Región de;Analfabetos;2015;10,4
Ambos sexos;14 Murcia, Región de;Analfabetos;2016;9,7
Ambos sexos;14 Murcia, Región de;Analfabetos;2017;6,1
Ambos sexos;14 Murcia, Región de;Analfabetos;2018;6,6
Ambos sexos;14 Murcia, Región de;Analfabetos;2019;9,6
Ambos sexos;14 Murcia, Región de;Analfabetos;2020;7,2
Ambos sexos;14 Murcia, Región de;Analfabetos;2021;7,5
Ambos sexos;14 Murcia, Región de;Analfabetos;2022;10,3
Ambos sexos;14 Murcia, Región de;Analfabetos;2023;8,7
Ambos sexos;14 Murcia, Región de;Analfabetos;2024;13,7
Ambos sexos;14 Murcia, Región de;Estudios primarios incompletos;2014;17,8
Ambos sexos;14 Murcia, Región de;Estudios primarios incompletos;2015;14,8
Ambos sexos;14 Murcia, Región de;Estudios primarios incompletos;2016;16,6
Ambos sexos;14 Murcia, Región de;Estudios primarios incompletos;2017;15,7
Ambos sexos;14 Murcia, Región de;Estudios primarios incompletos;2018;14,4
Ambos sexos;14 Murcia, Región de;Estudios primarios incompletos;2019;10,8
Ambos sexos;14 Murcia, Región de;Estudios primarios incompletos;2020;9,3
Ambos sexos;14 Murcia, Región de;Estudios primarios incompletos;2021;12,5
Ambos sexos;14 Murcia, Región de;Estudios primarios incompletos;2022;15,0
Ambos sexos;14 Murcia, Región de;Estudios primarios incompletos;2023;17,6
Ambos sexos;14 Murcia, Región de;Estudios primarios incompletos;2024;21,7
Ambos sexos;14 Murcia, Región de;Educación primaria;2014;75,3
Ambos sexos;14 Murcia, Región de;Educación primaria;2015;63,4
Ambos sexos;14 Murcia, Región de;Educación primaria;2016;68,3
Ambos sexos;14 Murcia, Región de;Educación primaria;2017;58,5
Ambos sexos;14 Murcia, Región de;Educación primaria;2018;51,0
Ambos sexos;14 Murcia, Región de;Educación primaria;2019;47,6
Ambos sexos;14 Murcia, Región de;Educación primaria;2020;48,4
Ambos sexos;14 Murcia, Región de;Educación primaria;2021;43,2
Ambos sexos;14 Murcia, Región de;Educación primaria;2022;40,3
Ambos sexos;14 Murcia, Región de;Educación primaria;2023;42,2
Ambos sexos;14 Murcia, Región de;Educación primaria;2024;45,0
Ambos sexos;14 Murcia, Región de;Primera etapa de Educación Secundaria y similar;2014;239,5
Ambos sexos;14 Murcia, Región de;Primera etapa de Educación Secundaria y similar;2015;235,1
Ambos sexos;14 Murcia, Región de;Primera etapa de Educación Secundaria y similar;2016;230,1
Ambos sexos;14 Murcia, Región de;Primera etapa de Educación Secundaria y similar;2017;241,2
Ambos sexos;14 Murcia, Región de;Primera etapa de Educación Secundaria y similar;2018;240,0
Ambos sexos;14 Murcia, Región de;Primera etapa de Educación Secundaria y similar;2019;248,0
Ambos sexos;14 Murcia, Región de;Primera etapa de Educación Secundaria y similar;2020;235,4
Ambos sexos;14 Murcia, Región de;Primera etapa de Educación Secundaria y similar;2021;241,1
